run	program	case_id	kind	threads_requested	effective_compute_threads	spawned_helpers	active_workers	repeat	timed	diagnostics_enabled	boundary	status	canonical_gate	oracle_status	oracle_contract_status	exit_status	started_utc	wall_seconds	cpu_user_seconds	cpu_system_seconds	peak_rss_bytes	rss_after_bytes	process_lifetime_peak_rss_bytes	linear_memory_after_bytes	raw_output_sha256	raw_output_bytes	output	reason
cold	blastp	all_hsp_self_serial	native	4				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:27Z	0.3667311499993957	1.16	0.0	31211520				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/native-4/repeat-2/output.txt	
cold	blastp	all_hsp_self_serial	native	4				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:27Z	0.3657060450022982	1.2	0.0	31281152				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/native-4/repeat-3/output.txt	
cold	blastp	all_hsp_self_serial	native	4				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:27Z	0.4131877479994728	1.17	0.0	33054720				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/native-4/repeat-4/output.txt	
cold	blastp	all_hsp_self_serial	native	4				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:28Z	0.38217243699909886	1.15	0.0	31154176				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/native-4/repeat-5/output.txt	
cold	blastp	all_hsp_self_serial	native	4				6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:28Z	0.4525510330022371	1.15	0.01	31232000				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/native-4/diagnostic/output.txt	
cold	blastp	all_hsp_self_serial	native	8				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:29Z	0.2987767619997612	1.36	0.02	34942976				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/native-8/repeat-0/output.txt	
cold	blastp	all_hsp_self_serial	native	8				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:30Z	0.29948033500113524	1.37	0.01	33660928				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/native-8/repeat-1/output.txt	
cold	blastp	all_hsp_self_serial	native	8				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:30Z	0.29371452699706424	1.38	0.0	33710080				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/native-8/repeat-2/output.txt	
cold	blastp	all_hsp_self_serial	native	8				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:30Z	0.2858116710012837	1.33	0.02	33554432				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/native-8/repeat-3/output.txt	
cold	blastp	all_hsp_self_serial	native	8				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:31Z	0.32909460999871953	1.38	0.0	36118528				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/native-8/repeat-4/output.txt	
cold	blastp	all_hsp_self_serial	native	8				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:31Z	0.27905061799901887	1.33	0.03	33533952				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/native-8/repeat-5/output.txt	
cold	blastp	all_hsp_self_serial	native	8				6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:31Z	0.39905624999664724	1.37	0.02	33705984				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/native-8/diagnostic/output.txt	
cold	blastp	all_hsp_self_serial	serial	1	1			0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:32Z	1.7195658069977071	1.83	0.08	121131008				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/serial-1/repeat-0/output.txt	
cold	blastp	all_hsp_self_serial	serial	1	1			1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:34Z	1.7511515529986355	1.9	0.03	122355712				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/serial-1/repeat-1/output.txt	
cold	blastp	all_hsp_self_serial	serial	1	1			2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:36Z	1.6909929590001411	1.86	0.04	125239296				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/serial-1/repeat-2/output.txt	
cold	blastp	all_hsp_self_serial	serial	1	1			3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:38Z	1.768503444000089	1.88	0.05	125665280				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/serial-1/repeat-3/output.txt	
cold	blastp	all_hsp_self_serial	serial	1	1			4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:39Z	1.6863854520015593	1.83	0.07	125898752				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/serial-1/repeat-4/output.txt	
cold	blastp	all_hsp_self_serial	serial	1	1			5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:41Z	1.7248805669987632	1.89	0.03	125267968				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/serial-1/repeat-5/output.txt	
cold	blastp	all_hsp_self_serial	serial	1	1			6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:43Z	1.797192610003549	1.88	0.05	125206528				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/serial-1/diagnostic/output.txt	
cold	blastp	all_hsp_self_serial	threaded	1				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:45Z	1.757568219996756	1.9	0.05	113537024				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-1/repeat-0/output.txt	
cold	blastp	all_hsp_self_serial	threaded	1				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:47Z	1.7694806849976885	1.88	0.07	115294208				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-1/repeat-1/output.txt	
cold	blastp	all_hsp_self_serial	threaded	1				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:49Z	1.7256571180005267	1.88	0.05	114679808				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-1/repeat-2/output.txt	
cold	blastp	all_hsp_self_serial	threaded	1				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:50Z	1.7556342640018556	1.9	0.03	115380224				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-1/repeat-3/output.txt	
cold	blastp	all_hsp_self_serial	threaded	1				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:52Z	1.749037967001641	1.89	0.03	112152576				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-1/repeat-4/output.txt	
cold	blastp	all_hsp_self_serial	threaded	1				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:54Z	1.7858211689999735	1.95	0.01	113328128				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-1/repeat-5/output.txt	
cold	blastp	all_hsp_self_serial	threaded	1	1	0		6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:56Z	1.828089816001011	1.92	0.05	116957184				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-1/diagnostic/output.txt	
cold	blastp	all_hsp_self_serial	threaded	2				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:58Z	1.133921819000534	2.09	0.04	122314752				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-2/repeat-0/output.txt	
cold	blastp	all_hsp_self_serial	threaded	2				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:40:59Z	1.1328665519977221	2.06	0.08	122904576				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-2/repeat-1/output.txt	
cold	blastp	all_hsp_self_serial	threaded	2				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:00Z	1.1411408639978617	2.11	0.03	122793984				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-2/repeat-2/output.txt	
cold	blastp	all_hsp_self_serial	threaded	2				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:01Z	1.0853725550005038	2.1	0.03	119349248				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-2/repeat-3/output.txt	
cold	blastp	all_hsp_self_serial	threaded	2				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:03Z	1.0945250479999231	2.07	0.04	125247488				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-2/repeat-4/output.txt	
cold	blastp	all_hsp_self_serial	threaded	2				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:04Z	1.1126180440005555	2.12	0.02	123027456				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-2/repeat-5/output.txt	
cold	blastp	all_hsp_self_serial	threaded	2	2	1		6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:05Z	1.1264342790018418	2.04	0.08	125513728				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-2/diagnostic/output.txt	
cold	blastp	all_hsp_self_serial	threaded	4				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:06Z	0.8125532869999006	2.26	0.12	145268736				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-4/repeat-0/output.txt	
cold	blastp	all_hsp_self_serial	threaded	4				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:07Z	0.8278740829991875	2.27	0.07	142950400				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-4/repeat-1/output.txt	
cold	blastp	all_hsp_self_serial	threaded	4				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:08Z	0.9016299809991324	2.37	0.05	144576512				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-4/repeat-2/output.txt	
cold	blastp	all_hsp_self_serial	threaded	4				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:09Z	0.8284588700007589	2.29	0.05	145477632				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-4/repeat-3/output.txt	
cold	blastp	all_hsp_self_serial	threaded	4				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:10Z	0.9679681779998646	2.32	0.09	141430784				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-4/repeat-4/output.txt	
cold	blastp	all_hsp_self_serial	threaded	4				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:11Z	0.8638662660014234	2.24	0.12	144752640				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-4/repeat-5/output.txt	
cold	blastp	all_hsp_self_serial	threaded	4	4	3		6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:12Z	0.8971405110023625	2.29	0.08	142016512				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-4/diagnostic/output.txt	
cold	blastp	all_hsp_self_serial	threaded	8				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:13Z	0.8758821330011415	2.93	0.14	183091200				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-8/repeat-0/output.txt	
cold	blastp	all_hsp_self_serial	threaded	8				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:14Z	0.9381703149992973	3.09	0.08	181735424				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-8/repeat-1/output.txt	
cold	blastp	all_hsp_self_serial	threaded	8				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:15Z	0.876760008999554	2.99	0.12	184733696				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-8/repeat-2/output.txt	
cold	blastp	all_hsp_self_serial	threaded	8				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:16Z	0.9222119049991306	2.94	0.15	180678656				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-8/repeat-3/output.txt	
cold	blastp	all_hsp_self_serial	threaded	8				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:17Z	0.9136579810001422	2.92	0.13	184934400				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-8/repeat-4/output.txt	
cold	blastp	all_hsp_self_serial	threaded	8				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:18Z	0.9134321139972599	3.05	0.13	182841344				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-8/repeat-5/output.txt	
cold	blastp	all_hsp_self_serial	threaded	8	8	7		6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:19Z	0.9176475800013577	2.9	0.13	182513664				67911f4a93327e9622afe10d15a66d9e52ae8e1c3d905db9ca5fb018d6612e46	35004	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastp/all_hsp_self_serial/threaded-8/diagnostic/output.txt	
cold	tblastx	p03_mela_pemojnva	native	1				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:24Z	4.552752404000785	4.51	0.0	70488064				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-1/repeat-0/output.txt	
cold	tblastx	p03_mela_pemojnva	native	1				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:28Z	4.552856260997942	4.52	0.0	70406144				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-1/repeat-1/output.txt	
cold	tblastx	p03_mela_pemojnva	native	1				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:33Z	4.563896837000357	4.45	0.0	70070272				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-1/repeat-2/output.txt	
cold	tblastx	p03_mela_pemojnva	native	1				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:38Z	4.501878970997495	4.44	0.01	70238208				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-1/repeat-3/output.txt	
cold	tblastx	p03_mela_pemojnva	native	1				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:42Z	4.65740575000018	4.57	0.02	70422528				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-1/repeat-4/output.txt	
cold	tblastx	p03_mela_pemojnva	native	1				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:47Z	4.639719308997883	4.54	0.01	70414336				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-1/repeat-5/output.txt	
cold	tblastx	p03_mela_pemojnva	native	1				6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:52Z	4.736871570999938	4.69	0.0	70660096				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-1/diagnostic/output.txt	
cold	tblastx	p03_mela_pemojnva	native	2				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:41:57Z	3.1428059690006194	4.54	0.02	94433280				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-2/repeat-0/output.txt	
cold	tblastx	p03_mela_pemojnva	native	2				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:42:00Z	3.027669119001075	4.48	0.01	94425088				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-2/repeat-1/output.txt	
cold	tblastx	p03_mela_pemojnva	native	2				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:42:03Z	3.057443924997642	4.48	0.03	94806016				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-2/repeat-2/output.txt	
cold	tblastx	p03_mela_pemojnva	native	2				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:42:06Z	3.0799060380013543	4.45	0.03	94875648				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-2/repeat-3/output.txt	
cold	tblastx	p03_mela_pemojnva	native	2				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:42:09Z	3.0799429030012107	4.4	0.05	96501760				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-2/repeat-4/output.txt	
cold	tblastx	p03_mela_pemojnva	native	2				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:42:13Z	3.0509442789989407	4.5	0.0	94785536				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-2/repeat-5/output.txt	
cold	tblastx	p03_mela_pemojnva	native	2				6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:42:16Z	3.201258886998403	4.59	0.01	94691328				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-2/diagnostic/output.txt	
cold	tblastx	p03_mela_pemojnva	native	4				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:42:19Z	2.514995651999925	4.75	0.02	100503552				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-4/repeat-0/output.txt	
cold	tblastx	p03_mela_pemojnva	native	4				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:42:22Z	2.478015228000004	4.75	0.03	100634624				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-4/repeat-1/output.txt	
cold	tblastx	p03_mela_pemojnva	native	4				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:42:24Z	2.4946988849987974	4.64	0.05	100569088				bbef153094025db89dd4a69b2a3c4246b0b8853396fe740bc7e1bd654db105b6	351051	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/tblastx/p03_mela_pemojnva/native-4/repeat-2/output.txt	
