run	program	case_id	kind	threads_requested	effective_compute_threads	spawned_helpers	active_workers	repeat	timed	diagnostics_enabled	boundary	status	canonical_gate	oracle_status	oracle_contract_status	exit_status	started_utc	wall_seconds	cpu_user_seconds	cpu_system_seconds	peak_rss_bytes	rss_after_bytes	process_lifetime_peak_rss_bytes	linear_memory_after_bytes	raw_output_sha256	raw_output_bytes	output	reason
cold	blastn	EDL933.Sakai.megablast	serial	1	1			0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:37:40Z	1.6953642170010426	1.82	0.06	314322944				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/serial-1/repeat-0/output.txt	
cold	blastn	EDL933.Sakai.megablast	serial	1	1			1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:37:42Z	1.717029637999076	1.83	0.06	314122240				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/serial-1/repeat-1/output.txt	
cold	blastn	EDL933.Sakai.megablast	serial	1	1			2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:37:43Z	1.7177571960019122	1.8	0.11	312877056				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/serial-1/repeat-2/output.txt	
cold	blastn	EDL933.Sakai.megablast	serial	1	1			3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:37:45Z	1.8214859559993783	1.84	0.12	311762944				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/serial-1/repeat-3/output.txt	
cold	blastn	EDL933.Sakai.megablast	serial	1	1			4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:37:47Z	1.702244256000995	1.81	0.08	315703296				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/serial-1/repeat-4/output.txt	
cold	blastn	EDL933.Sakai.megablast	serial	1	1			5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:37:49Z	1.7505670620012097	1.85	0.08	315576320				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/serial-1/repeat-5/output.txt	
cold	blastn	EDL933.Sakai.megablast	serial	1	1			6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:37:51Z	1.8804169710019778	1.87	0.12	315080704				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/serial-1/diagnostic/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	1				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:37:53Z	1.6959696539997822	1.85	0.06	325083136				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-1/repeat-0/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	1				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:37:55Z	1.7053036380020785	1.8	0.12	324562944				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-1/repeat-1/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	1				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:37:57Z	1.8063203769997926	1.88	0.1	321687552				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-1/repeat-2/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	1				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:37:59Z	1.7310757369996281	1.85	0.07	318382080				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-1/repeat-3/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	1				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:00Z	1.7354095449991291	1.87	0.06	320827392				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-1/repeat-4/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	1				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:02Z	1.9138102610013448	1.9	0.09	321703936				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-1/repeat-5/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	1		0		6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:04Z	1.7505144699971424	1.84	0.08	324104192				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-1/diagnostic/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	2				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:06Z	1.8159017479993054	1.88	0.09	331563008				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-2/repeat-0/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	2				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:08Z	1.8034307080015424	1.9	0.07	333795328				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-2/repeat-1/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	2				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:10Z	1.7322868570008723	1.9	0.03	334270464				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-2/repeat-2/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	2				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:12Z	1.742112552998151	1.86	0.11	329486336				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-2/repeat-3/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	2				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:14Z	1.7783218399999896	1.91	0.06	332541952				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-2/repeat-4/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	2				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:16Z	1.749088992997713	1.9	0.09	336273408				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-2/repeat-5/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	2	2	1		6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:18Z	1.8110297469975194	1.87	0.14	339398656				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-2/diagnostic/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	4				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:20Z	1.9475234279998404	1.94	0.1	357629952				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-4/repeat-0/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	4				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:22Z	1.9931467859969416	2.0	0.08	363855872				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-4/repeat-1/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	4				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:24Z	1.842043743999966	1.96	0.07	351571968				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-4/repeat-2/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	4				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:26Z	1.8285773130010057	1.98	0.09	356835328				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-4/repeat-3/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	4				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:28Z	1.8176280269981362	1.91	0.14	364494848				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-4/repeat-4/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	4				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:30Z	1.846295667000959	1.99	0.06	354865152				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-4/repeat-5/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	4	4	3		6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:32Z	1.8692739749967586	1.95	0.13	363507712				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-4/diagnostic/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	8				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:34Z	2.113330885000323	2.01	0.19	412950528				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-8/repeat-0/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	8				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:36Z	2.0572194429987576	2.07	0.16	399867904				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-8/repeat-1/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	8				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:38Z	1.9828483470009814	2.07	0.12	398467072				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-8/repeat-2/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	8				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:40Z	2.0123757389992534	2.09	0.1	394211328				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-8/repeat-3/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	8				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:42Z	1.961078524000186	1.97	0.19	397447168				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-8/repeat-4/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	8				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:44Z	2.0654804189980496	2.14	0.07	397733888				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-8/repeat-5/output.txt	
cold	blastn	EDL933.Sakai.megablast	threaded	8	8	7		6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:47Z	2.149708991000807	2.11	0.11	398540800				3a000ebc6294d85b000112cee74f8de78fd9e932532e8c07a17d84f6f1379b16	473434	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/EDL933.Sakai.megablast/threaded-8/diagnostic/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	1				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:49Z	0.047947918999852845	0.0	0.0	4812800				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-1/repeat-0/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	1				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:49Z	0.037165832000027876	0.0	0.0	4661248				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-1/repeat-1/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	1				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:49Z	0.06114543999865418	0.0	0.0	4743168				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-1/repeat-2/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	1				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:49Z	0.026280947000486776	0.0	0.0	4763648				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-1/repeat-3/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	1				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:49Z	0.05676903200219385	0.0	0.0	4472832				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-1/repeat-4/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	1				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:50Z	0.010866233002161607	0.0	0.0	4583424				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-1/repeat-5/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	1				6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:50Z	0.1319273430017347	0.0	0.0	4583424				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-1/diagnostic/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	2				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:50Z	0.017088107000745367	0.0	0.0	5148672				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-2/repeat-0/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	2				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:50Z	0.049476369997137226	0.0	0.0	5087232				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-2/repeat-1/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	2				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:50Z	0.060580883000511676	0.0	0.0	5124096				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-2/repeat-2/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	2				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:50Z	0.010184276001382386	0.0	0.0	5103616				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-2/repeat-3/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	2				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:50Z	0.023813437001081184	0.0	0.0	5091328				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-2/repeat-4/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	2				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:51Z	0.012084001002222067	0.0	0.0	5038080				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-2/repeat-5/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	2				6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:51Z	0.03954278700257419	0.0	0.0	5091328				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-2/diagnostic/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	4				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:51Z	0.03876718199899187	0.0	0.0	5124096				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-4/repeat-0/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	4				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:51Z	0.05171684400193044	0.0	0.0	4984832				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-4/repeat-1/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	4				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:51Z	0.04069909199824906	0.0	0.0	5226496				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-4/repeat-2/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	4				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:51Z	0.054464644999825396	0.0	0.0	5062656				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-4/repeat-3/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	4				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:52Z	0.04140277899932698	0.0	0.0	4964352				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-4/repeat-4/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	4				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:52Z	0.037875527999858605	0.0	0.0	5042176				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-4/repeat-5/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	4				6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:52Z	0.033256323000387056	0.0	0.0	4968448				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-4/diagnostic/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	8				0	False	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:52Z	0.020478393998928368	0.0	0.0	5083136				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-8/repeat-0/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	8				1	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:52Z	0.010112767002283363	0.0	0.0	5160960				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-8/repeat-1/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	8				2	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:52Z	0.0711269759995048	0.0	0.0	5181440				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-8/repeat-2/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	8				3	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:52Z	0.014524973998049973	0.0	0.0	7229440				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-8/repeat-3/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	8				4	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:52Z	0.029611313999339473	0.0	0.0	5320704				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-8/repeat-4/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	8				5	True	False	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:52Z	0.05019504399751895	0.0	0.0	5189632				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-8/repeat-5/output.txt	
cold	blastn	compact.multi_query.outfmt6	native	8				6	False	True	cold-process-through-teardown	PASS	PASS	PASS	PASS	0	2026-09-05T05:38:53Z	0.05626928000128828	0.0	0.0	5234688				ac4a20b64c8da3eaea725ed09dc89880294f58e971b7207c943489faacdbe03e	154	/mnt/c/Users/genom/GitHub/LOSAT/docs/wasm-performance/PR01/cold/blastn/compact.multi_query.outfmt6/native-8/diagnostic/output.txt	
