D_ERFC	-7.1605926992354041	2
D_ERFC	-5.577280512005351	1.9999999999999969
D_ERFC	-6.9349707125551214	2
D_ERFC	-5.3516585253250692	1.9999999999999623
D_ERFC	-6.483726739194557	2
D_ERFC	-4.9004145519645039	1.9999999999957985
D_ERFC	-6.7093487258748388	2
D_ERFC	-5.1260365386447857	1.999999999999581
D_ERFC	-6.6341413969814118	2
D_ERFC	-5.0508292097513587	1.9999999999990865
D_ERFC	-6.558934068087984	2
D_ERFC	-4.9756218808579309	1.99999999999803
D_ERFC	4.5569243929190613	1.1600945213183747e-10
D_ERFC	4.7289165149271364	2.267085689255873e-11
D_ERFC	-7.1605926992354041	2
D_ERFC	-5.577280512005351	1.9999999999999969
D_ERFC	-6.9349707125551214	2
D_ERFC	-5.3516585253250692	1.9999999999999623
D_ERFC	-6.483726739194557	2
D_ERFC	-4.9004145519645039	1.9999999999957985
D_ERFC	-6.7093487258748388	2
D_ERFC	-5.1260365386447857	1.999999999999581
D_ERFC	-6.6341413969814118	2
D_ERFC	-5.0508292097513587	1.9999999999990865
D_ERFC	-6.558934068087984	2
D_ERFC	-4.9756218808579309	1.99999999999803
D_ERFC	4.4849581895641766	2.2578938844428746e-10
D_ERFC	4.6591025343741332	4.4290020931481905e-11
